path,label,raw_text,text
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260529153443_99813.png,Revisión circuito,"%  CM                                  —

Aviso

¿Deseas que a partir de ahora este sea tu
usuario principal? Se eliminarán los datos
de acceso del usuario Jorge y se guardarán
los nuevos.

No              SÍ",aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260506161709_100126.png,Revisión circuito,"CaixaBank                     =

Buenas tardes

Identificador

52174526528608

Contraseña

(N Indica tu contraseña

00    E    GIF    E    O    +    U
1    2    3    4    5    6    7   . 8    9    O
g w e r t y uÑ d op
a s d f g h j k ln
áy Z2 X Cc v b n M Y

?123              C)                                        _        >|

LA",caixabank buenas tardes identificador contraseña indica contraseña gif la
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260524133636_100138.png,Error terminal,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260524143514_100139.png,Error terminal,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512102609_100169.png,Error funcional,"EXxpediente
01.3333297-69

>,24€

Valoración

Plusvalía       Rentabilidad
-0,17€            -2,28%

Ver detalles

00

Posiciones              Órdenes

No has realizado ninguna operación en los
últimos tres meses.

á -Z a M A

Mi cartera       Mercados          Buscar          Favoritos           Perfil",valoración plusvalía rentabilidad ver detalles posiciones órdenes no has realizado ninguna operación en los últimos tres meses cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512095215_100193.png,Error funcional,"(1

Expediente
01.3333297-69

2,24€

Valoración

Plusvalía        Rentabilidad
-0,17€                -2,98%

Ver detalles

0%

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

á Z a ""M XA

Mi cartera        Mercados          Buscar           Favoritos            Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Transacciones\20260508142015_100189.png,Revisión circuito,"Bizum         Transferencia        Recibos           Contactar

Cuentas                        Ver todas
imagin                            v
0,00€

Cuenta *0047

7N
0,00€
11 abr         Cuota Dia A Dia
9 abr        Traspaso
8 abr        Div.caixabank

Todos los movimientos —

Tarietac                                    Ver +ndas

N e v e

Inicio          Mis productos        Contratar            Ayuda",transferencia recibos contactar cuentas ver todas cuenta abr cuota dia dia abr traspaso abr todos los movimientos ver inicio mis productos contratar ayuda
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260604053455_100149.png,Revisión circuito,"LABORATORIO REIG JOFRE SA SCRIP 5/26

Título
ISIN
ESO6G6E53599C5
Mercado
060083

Tipo de operación
Venta

Tipo de orden
Venta de derechos De mercado

Estado
En trámite

Fecha y hora del alta
03/06/2026 | 21:39:00

Fecha vigencia

á -Z a M X2

Mi cartera       Mercados          Buscar          Favoritos           Perfil",laboratorio reig jofre título mercado tipo de operación venta tipo de orden venta de derechos de mercado estado en trámite fecha hora del alta fecha vigencia cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260525090205_100050.png,Revisión circuito,"Salir  C)

Jorge Riera Molina

Promociones

Descubre las promociones
disponibles o activa tu código.

Íifm""a_jg;i""nº      £    Datos personales                    >
©   Configuración                 >

Cuenta     &]    Privacidad                          >

O    Seguridad                           >
9 abr        ©    Desistimiento y baja                   >
8 abr

Todos |      /7 Espacio del accionista

é3  Sostenibilidad

Tarjet

   Términos y condiciones

*         Último acceso: Hoy a las 09:02

—         Versión 5.92.0.3504
Inicio",salir jorge riera molina promociones descubre las promociones disponibles activa código datos personales configuración cuenta privacidad seguridad abr baja abr todos espacio del accionista sostenibilidad términos condiciones último acceso hoy las versión inicio
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260531103126_100133.png,Revisión circuito,"O          Innaginbank     E (*

Nuevo método de autorización
disponible. Activa ya tu firma.

Enviar Bizum            Mi resumen mensual             Mis recibos

Mis tarjetas                                                Mostrar todo

imagin débito
Cuenta acabada en *0615

0,00€

Compras en mayo

Mis huchas

P Empieza a ahorrar

y       Abre una hucha y haz crecer tus ahorros
-- .. fácilmente.

               Consúultar todos mis productos

—     —      —     _       —    —     —      —      —

— —   ===   —   == —   —      — —      —— -    —    —— —

  -  O

Inicio                Disfruta               Operar              Contratar",nuevo método de autorización disponible activa firma enviar resumen mensual mis recibos mis tarjetas mostrar todo débito cuenta acabada en compras en mayo mis empieza ahorrar abre una haz crecer tus ahorros fácilmente todos mis productos inicio disfruta operar contratar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512045002_100134.png,Error funcional,"Expediente
01.3333297-69

>2,24€

Valoración

Plusvalía           Rentabilidad
-0,17€                    -2,28%

Ver detalles

0O

Posiciones                     Órdenes

No has realizado ninguna operación en los últimos tres
meses.

Ir a Mercados

á Z aA M Z2

Mi cartera            Mercados             Buscar              Favoritos              Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones órdenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\Información vacía\20260513082305_100106.png,Timeout,"Enviar           Mostrar
dinero              más

Movimientos                           Próximos",enviar mostrar dinero más movimientos próximos
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260614014841_100097.png,Cierre aplicación,"EN ?$""""(9""j/ AAO
EP
+
É
3 Í¿x Y

ñ %º—t     6
.

o 7
NREN
NNE
E

s
y    »
e
-
.

O
CEO   D,
e

d
eS
de

Á$ N  *                                                  ZE ""ng5q”w  Ea
TNO IN ERE GE NA    ONO NO N N    a
2$£<%£%%%%&  a                                      Z

DS
O

Gma  a  º:?)¿   AR   "" e %  TCA NN %£ Ed
'    f:w'&$5 EN Ó  <3%""' EA   S:  AO 0 ENO     Qfí3$

S    =u
eS    _,(>R'—'w>       X
A   ¿u€€:¿,& S    E
GEO A  A
C C

<
S

SN
x$  a  -   T .-.—,_.,,./3_)¡5
7í A  &%£%%

ENEN A
2   :83:.-*¿v

OORE
ER
F                .

EA

N
NE a

EEO EO TE ECA AN NA v Ze
.   S   ANR ACO A ENLN TA ZA
a

N

ZEA

AN

N. z           y
— : e   ' -           Áy é

¿:.""—'!.&   $      o
f&z A2%º'""—£?3  CZO a;—g;£g; - ¿

N
=       T
.

U
(O

.             EA             E
TA   r             e   A                 _    -  E                  é
CENEN    NAA          e        ENE    0   AN            —    z
N ZEA       %g¡ww¿,g  E       T   <¿$
A    I       %   N    e Y7O      »      Q    e    AREN   A  u:'._.__, í  N          ENO   :','_-'
TAO   S  N    %      7   ,           AR o A     EO   .                   y   .

.

»     EAO ¿M..>_—.3¡. ,S&$.>&___  A o Z
fá NEZ 9?º&g?w&%?&%» NEE O",en ceo es de ere ono no gma en es geo ene tao nee
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260521141700_100186.png,Cierre aplicación,AA             p,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260529021446_100122.png,Revisión circuito,"(?)                         imagi nbank

imagin

0,00€

Últimos movimientos

Traspaso
10/02
6i$% Traspaso propio
Traspaso
17/12

0 e

Enviar Bizum             Mi resumen
mensual

Mis tarjetas

A
TS YLÓ¡F'¡'Á ííííííííííí
 =..'¿'_J &U   |         |

= e

Mostrar más

-0,01€

+0,01€

-0,01€

Mis recibos

Mostrar todo

Inicio                    Disfruta                   Operar                  Contratar",últimos movimientos traspaso traspaso propio traspaso enviar resumen mensual mis tarjetas mostrar más mis recibos mostrar todo inicio disfruta operar contratar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260612003622_100045.png,Error terminal,"MCA Entornos            Config.
INT
PRE
PRO
PRO_51_CLR
INT_NODE 1
INT_NODE_2

PRE|
Actualización de software
PRE |         Ya se puede instalar ¡OS 26.5.

PRO_' Instalar ahora         Más tarde

PRO_NODE_2
PRO_NODE_3
PRO_NODE_4
PRO_NODE_5
PRO_NODE_6
PRO_NODE_7

PRO_NODE_8",mca entornos int pre pro pre actualización de software pre puede instalar pro instalar ahora más tarde
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260529061411_999995.png,Error terminal,"< Aplicaciones                      »

Resultados (42)

©    Aplicaciones

Aplicaciones

Aplicaciones conectadas
Acceso especial

Facebook
Información de la aplicación
©   Mantenimiento del dispositivo

Aplicaciones excluidas
Memoria

Aplicaciones residentes en memoria
Memoria

Protección de aplicaciones

Mostrar Mantenimiento del

dispositivo en Aplicaciones
Ajustes de Mantenimiento del dispositivo",aplicaciones resultados aplicaciones aplicaciones aplicaciones conectadas acceso especial facebook información de la aplicación mantenimiento del dispositivo aplicaciones excluidas memoria aplicaciones residentes en memoria memoria protección de aplicaciones mostrar mantenimiento del dispositivo en aplicaciones ajustes de mantenimiento del dispositivo
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521150202_100111.png,Revisión circuito,"Inaginbank                          X

Importante

Al modificar el e-mail también se cambiará en la
base de datos de CalxaBank.

Este cambio puede afectar a otros servicios que
tengas contratados con la entidad.

,           Modificar           |",importante modificar el email también cambiará en la base de datos de este cambio puede afectar otros servicios que tengas contratados con la entidad modificar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260521173640_100109.png,Revisión circuito,"Inaginbank                          X

Importante

Al modificar el e-mail también se cambiará en la
base de datos de CalxaBank.

Este cambio puede afectar a otros servicios que
tengas contratados con la entidad.

,           Modificar           |",importante modificar el email también cambiará en la base de datos de este cambio puede afectar otros servicios que tengas contratados con la entidad modificar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Opciones de login\20260510215841_100168.png,Revisión circuito,"Iniciar sesión

Usuario

Contraseña

Opciones de Login

(?) Ayuda de acceso
G — Cajeros cercanos

5) — Accesibilidad",iniciar sesión usuario contraseña opciones de login ayuda de acceso cajeros cercanos accesibilidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Opciones de login\20260504054933_100109.png,Revisión circuito,"Usuario.

  Contraseña

Opciones de Login
(?) Ayuda de acceso
K) — Cajeros cercanos

() — Accesibilidad",usuario contraseña opciones de login ayuda de acceso cajeros cercanos accesibilidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\20260529022540_999995.png,Error terminal,"< Aplicaciones                      »

Resultados (42)

©    Aplicaciones

Aplicaciones

Aplicaciones conectadas
Acceso especial

Facebook
Información de la aplicación
©   Mantenimiento del dispositivo

Aplicaciones excluidas
Memoria

Aplicaciones residentes en memoria
Memoria

Protección de aplicaciones

Mostrar Mantenimiento del

dispositivo en Aplicaciones
Ajustes de Mantenimiento del dispositivo",aplicaciones resultados aplicaciones aplicaciones aplicaciones conectadas acceso especial facebook información de la aplicación mantenimiento del dispositivo aplicaciones excluidas memoria aplicaciones residentes en memoria memoria protección de aplicaciones mostrar mantenimiento del dispositivo en aplicaciones ajustes de mantenimiento del dispositivo
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260501120913_100048.png,Revisión circuito,"Buenos días

Identificador

33452174526

Contraseña

¿Has olvidado tus claves de acceso?

cmdh9m",buenos días identificador contraseña has olvidado tus claves de acceso
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260530033532_100050.png,Revisión circuito,"CaixaBank                            =

Buenas noches

Identificador

19652174526

¿Has olvidado tus claves de acceso?

Aviso
¿Deseas que a partir de ahora este sea tu usuario

principal? Se eliminarán los datos de acceso del
usuario Jorge y se guardarán los nuevos.

No                SíÍ",caixabank buenas noches identificador has olvidado tus claves de acceso aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Menu lateral\20260513060318_100050.png,Revisión circuito,"Salir  C)

Jorge Riera Molina

Promociones

Descubre las promociones
disponibles o activa tu código.

Íifm""a_jg;i""nº      £    Datos personales                    >
©   Configuración                 >

Cuenta     &]    Privacidad                          >

O    Seguridad                           >
9 abr        ©    Desistimiento y baja                   >
8 abr

Todos |      /7 Espacio del accionista

é3  Sostenibilidad

Tarjet

   Términos y condiciones

*         Último acceso: Hoy a las 06:02

—         Versión 5.92.0.3504
Inicio",salir jorge riera molina promociones descubre las promociones disponibles activa código datos personales configuración cuenta privacidad seguridad abr baja abr todos espacio del accionista sostenibilidad términos condiciones último acceso hoy las versión inicio
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260510165721_100182.png,Revisión circuito,"CaixaBank                         =

Buenas tardes,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

Acceder con Huella",caixabank buenas tardes jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260604202238_100115.png,Cierre aplicación,"-""1|
L()VD[_] I1I¿]]lí
<l 'J""3I'  N
l..cl
7 4'll

I¿|
&']

ME

'  [L (T1

ui .¡¿3:1¡——?—4. LLLN;EÍT&  €'
…+£.…—1""“   :E be »Z>=t…r»

a    ""|I'.*—?.5:5' “P

1.p—                  —
. f - _¡-% , J     C__ —

Fy£_

-Tr.-   E —

— eee",
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512063402_100149.png,Error funcional,"EXxpediente
01.3333297-69

>,24€

Valoración

Plusvalía       Rentabilidad
-0,17€            -2,28%

Ver detalles

00

Posiciones              Órdenes

No has realizado ninguna operación en los
últimos tres meses.

á -Z A M A

Mi cartera       Mercados          Buscar          Favoritos           Perfil",valoración plusvalía rentabilidad ver detalles posiciones órdenes no has realizado ninguna operación en los últimos tres meses cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512031411_100149.png,Error funcional,"EXxpediente
01.3333297-69

>,24€

Valoración

Plusvalía       Rentabilidad
-0,17€            -2,28%

Ver detalles

00

Posiciones              Órdenes

No has realizado ninguna operación en los
últimos tres meses.

á -Z A M A

Mi cartera       Mercados          Buscar          Favoritos           Perfil",valoración plusvalía rentabilidad ver detalles posiciones órdenes no has realizado ninguna operación en los últimos tres meses cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Caixa login\20260506153651_100182.png,Revisión circuito,"CaixaBank                         =

Buenas tardes,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

Acceder con Huella",caixabank buenas tardes jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Apple banner\20260511033212_100177.png,Error terminal,"Hola Jorge

Último acceso: 08/05/2026 a las 11:56h

¿Añhadir +34 618 127 596 a
¡Message y FaceTime?

Este número de teléfono se ha
asociado al ID de Apple “n3-
ismEnextret.net”.

No                          SÍ

¿No puedes entrar?",hola jorge último acceso las message este número de teléfono asociado de apple no no puedes entrar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Pantalla de bloqueo\20260511052957_100141.png,Error terminal,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Cierre aplicación\20260506201250_100186.png,Cierre aplicación,AA             p,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260524131517_100177.png,Revisión circuito,"<                             inaginbank

Cuentas

imagin
0,00€

IBAN: ES65S 2100 2904 0402 0118 0615             [j]

Certificado      Solicitar        Buscar          Más
titularidad      devolución    movimientos     opciones

Todo                Gastos              Ingresos
   TRASPASO                               -0,01€
7 10/02/2026                                   000€
/$1  TRASPASO PROPIO                    +0,01€
10/02/2026                                    0,01€
TRASPASO                                            -0,01€
17/12/2025                                 0,00€
[9_/>)  TRASPASO PROPIO                      0,01€

7 17/12/2025                                               0,01€",cuentas iban certificado solicitar buscar más titularidad devolución movimientos opciones todo gastos ingresos traspaso traspaso propio traspaso traspaso propio
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Sin transacciones\20260613182820_100185.png,Error funcional,"Transferencia        Recibos           Contactar

Cuentas                           Ver todas

v

Todavía no tienes ninguna cuenta

Descubre las cuentas CaixaBank y
escoge la que mejor se ajuste a ti

Tarjetas                              Ver todas /-

,K     Visa Debit
0

N e v e

Inicio          Mis productos        Contratar            Ayuda",transferencia recibos contactar cuentas ver todas todavía no tienes ninguna cuenta descubre las cuentas caixabank escoge la que mejor ajuste tarjetas ver todas visa debit inicio mis productos contratar ayuda
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260612033240_100177.png,Revisión circuito,"<                                     Ayuda

¿Cómo podemos ayudarte?

Puedes resolver rápidamente tus dudas a través
de chat o por teléfono

¿Tienes preguntas?

O     Resuelve tus dudas sobre la app o

productos.
Llámanos
a
%     Resuélvelas llamando al 938 872 508 o al
900 211 211.

6 Equipo de soporte                                 Llamar",ayuda cómo podemos ayudarte puedes resolver rápidamente tus dudas través de chat por teléfono tienes preguntas resuelve tus dudas sobre la app productos llámanos llamando equipo de soporte llamar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260612062641_100097.png,Error aplicativo,"3
Sin conexión
Co          Parece que no estás conectado a
Internet.
Revisa la configuración de red o
conéctate para poder acceder a la app.

Aceptar

Hacerme cliente",sin conexión parece que no estás conectado internet revisa la configuración de red para poder acceder la app aceptar hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260530085347_100138.png,Error aplicativo,"<                      inaginbank

Cuentas

<        Mn       a       >

títu           Ha ocurrido un error inesperado.
Aceptar",cuentas ocurrido un error inesperado aceptar
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512034815_100188.png,Error funcional,"(1

Expediente
01.3333297-69

2,24€

Valoración

Plusvalía        Rentabilidad
-0,17€                -2,98%

Ver detalles

0%

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

á Z a ""M XA

Mi cartera        Mercados          Buscar           Favoritos            Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Opciones de login\20260510221926_100168.png,Revisión circuito,"Iniciar sesión

Usuario

Contraseña

Opciones de Login

(?) Ayuda de acceso
G — Cajeros cercanos

5) — Accesibilidad",iniciar sesión usuario contraseña opciones de login ayuda de acceso cajeros cercanos accesibilidad
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512033023_100188.png,Error funcional,"(1

Expediente
01.3333297-69

2,24€

Valoración

Plusvalía        Rentabilidad
-0,17€                -2,98%

Ver detalles

0%

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

á Z a ""M XA

Mi cartera        Mercados          Buscar           Favoritos            Perfil",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados cartera mercados buscar favoritos perfil
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260611230847_100097.png,Revisión circuito,"sa CaixaBank                              =

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

Aviso

¿Deseas que a partir de ahora este sea tu
usuario principal? Se eliminarán los datos de
acceso del usuario Jorge y se guardarán los

nuevos.

No               SÍ",caixabank identificador contraseña has olvidado tus claves de acceso aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error funcional\Cartera\20260512045846_100119.png,Error funcional,"y

EXpediente
01.3333297-69

>2,24€

Valoración

Plusvalía          Rentabilidad
-0,17€               -2,328%

Ver detalles

Posiciones                Ordenes

No has realizado ninguna operación en los
últimos tres meses.

Ir a Mercados

m —       Q      _.            A

Mi rartora          harrarin.e                                      ia              Dartr",expediente valoración plusvalía rentabilidad ver detalles posiciones ordenes no has realizado ninguna operación en los últimos tres meses mercados
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260607174632_100165.png,Revisión circuito,"N CaixaBank                        =

!
»:
._
H             N
1a                   J
*                  E

uenas tardes

Identificador

Contraseña

¿Has olvidado tus claves de acceso?

Hacerme cliente",caixabank tardes identificador contraseña has olvidado tus claves de acceso hacerme cliente
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\20260607213102_100182.png,Revisión circuito,"CaixaBank                         =

Buenas noches,
Jorge

Cambiar de identificador

Contraseña

¿Has olvidado tus claves de acceso?

__

Acceder con Huella",caixabank buenas noches jorge cambiar de identificador contraseña has olvidado tus claves de acceso acceder con huella
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error terminal\Error Samsung\20260511031435_999995.png,Error terminal,"< Información de la aplicación

    Alertas de emergencia inalámbricas
|        Instalada

Privacidad

Notificaciones
Permitido

Permisos
Dispositivos cercanos, Notificaciones y SMS

Eliminar permisos si no se usa

Predeterminados

Establecer como predeterminada
En esta aplicación

Uso

Datos móviles
No se han usado datos

Batería
Ninguna desde la última carga completa del dispositivo

Almacenamiento
274 KB usados en Almacenamiento interno",información de la aplicación alertas de emergencia instalada privacidad notificaciones permitido permisos dispositivos cercanos notificaciones eliminar permisos si no usa establecer como en esta aplicación uso datos móviles no han usado datos batería ninguna desde la última carga completa del dispositivo almacenamiento usados en almacenamiento interno
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Banner inferior\20260511113013_100036.png,Revisión circuito,"%  CM                                  —

—

Identificador

19652174526

Contraseña

..

¿Has olvidado tus claves de acceso?

Aviso
¿Deseas que a partir de ahora este sea tu usuario

principal? Se eliminarán los datos de acceso del
usuario Jorge y se guardarán los nuevos.

No                 Si",identificador contraseña has olvidado tus claves de acceso aviso deseas que partir de ahora este sea usuario principal los datos de acceso del usuario jorge los nuevos no si
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Indeterminado\Negro\20260507004005_100042.png,Indeterminado,,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Timeout\20260606144602_100129.png,Timeout,A,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Error aplicativo\20260520182140_100134.png,Error aplicativo,MITExCception,
C:\Users\ibf\Desktop\TFM\Nou_projecte\Data\Revisión circuito\Opciones de login\20260511084039_100168.png,Revisión circuito,"Iniciar sesión

Usuario

Contraseña

Opciones de Login

(?) Ayuda de acceso
G — Cajeros cercanos

5) — Accesibilidad",iniciar sesión usuario contraseña opciones de login ayuda de acceso cajeros cercanos accesibilidad
